"콘텐츠ID","콘텐츠명","구군","위도","경도","장소","제목","부제목","주소","주소 기타 ","연락처","홈페이지","운영 및 시간","대표메뉴","이미지URL","썸네일이미지URL","상세내용"
"928","북경","연제구","35.18377","129.08086","북경","북경","-","부산 연제구 중앙대로 1076번길 11","-","051-863-0055","-","am 11:30 ~ pm 21:30","짜장면, 짬뽕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_thumbL","연산동의 중심가골목에 위치한 중식당으로 요리를 전문으로 하여 이 지역 회사원들이 회식장소로도 자주 찾는 곳이다. 모든 메뉴의 수준이 높은 곳이기도 하지만, 특히 짜장면이 맛있기로 유명하다."
"929","연산낙지해물탕","연제구","35.182316","129.10692","연산낙지해물탕","연산낙지해물탕","-","부산 연제구 괴정로 121","-","051-758-8838","-","pm 12:00 ~ pm 22:00","해물탕, 산낙지전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_thumbL","해물탕은 원래 푸짐한 해산물들이 담겨 나오는 음식이지만, 이 곳의 해물탕은 음식을 잘모르는 사람도 싱싱하다는 것을 알 수 있는 해산물들이 뚜껑이 닫히지 않을 정도로 담겨 나온다. 해물탕이 익을 때쯤 살아있는 낙지를 손질해 넣어주는 것이 특징이다."
"930","양말례남원추어탕","연제구","35.181675","129.07516","양말례남원추어탕","양말례남원추어탕","-","부산 연제구 중앙대로 1043번길 50","-","051-863-9911","-","am 11:00 ~ pm 21:30","추어탕, 가오리무침","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170746679_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170746679_thumbL","16년째 운영중인 추어탕전문점으로 친절한 점원들의 밝은 웃음이 인상적인 식당이다.추어탕은 보통 부산식과 남원식으로 분류되고 두가지를 모두 판매하는 곳이 많은데, 이 곳은 묵직한 맛이 특징인 남원식추어탕을 전문으로 만든다."
"931","장어다움","부산진구","35.15579","129.05508","장어다움","장어다움","-","부산 부산진구 부전로66번길 6","-","051-806-5997","-","pm 16:00 ~ am 03:00","장어구이, 장어탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819104034982_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819104034982_thumbL","30년간 3대에 걸쳐 운영하고 있는 장어요리전문점으로, 붕장어와 곰장어 요리를 만든다. 이 곳의 인기비결은 주인이 직접 만든 특제 소스인데, 특제소스로 맛을 낸 붕장어구이가 대표메뉴이다."
"932","웰빙여행","연제구","35.181526","129.07504","웰빙여행","웰빙여행","-","부산 연제구 중앙대로 1043번길 50","-","051-864-3455","-","am 10:00 ~ pm 21:30","매생아칼국수, 고기만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_thumbL","부산시청 근처의 칼국수와 만두전문점으로, 매생이 칼국수, 들깨 칼국수 등 조금 특별한 칼국수와 함께 푸짐한 만두전골을 먹을 수 있는 곳이다. 만두는 매일매일 직접만들며, 여름에는 직접 갈아만든 콩칼국수를 판매하기도 한다."
"933","옻바다 전복삼계탕","연제구","35.18473","129.08128","옻바다 전복삼계탕","옻바다 전복삼계탕","-","부산 연제구 월드컵대로 119번길 16","-","051-862-3307","-","am 10:00 ~ pm 22:00","옻삼계탕, 삼계탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_thumbL","연산동 중심가골목에 위치한 삼계탕전문점으로, 대표적인 보양음식인 옻나무삼계탕에 전복을 추가하여 먹을 수 있는 것이 특징이다. 식전주로 옻술이 제공되는 이 곳은 TV프로그램에도 소개 된 유명한 식당이다."
"934","조경식베이커리","부산진구","35.15419","129.03696","조경식베이커리","조경식베이커리","-","부산 부산진구 대학로 14","-","051-897-4476","-","am 06:30 ~ pm 23:00","파티쉐 추천 인기 세트 7개","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153648161_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153648161_thumbL","그 날 만든 빵은 그날 판다. 정직하게 장사한다. 기본적이지만, 쉽지 않은 두 가지 원칙을 지키며 운영하는 동네빵집으로, 전통적인 빵메뉴와 트랜디한 빵메뉴가 반반씩 만들어지고 있다. 허니 마들렌과 허니 쌀 카스테라가 특히 인기 있다."
"935","참참부자","연제구","35.185333","129.08035","참참부자","참참부자","-","부산 연제구 월드컵대로 145번길 23","-","051-851-1969","-","am 11:30 ~ pm 22:00","일식코스, 참치코스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_thumbL","연산동 중심가골목에 위치한 일식코스전문점으로, 참치와 자연산회를 맛볼 수 있는 곳이다. 코스요리를 전문으로 하는 곳인 만큼 회는 물론이며, 음식 하나하나가 높은 수준이다.점심한정메뉴를 찾는 손님도 많은 곳"
"936","팔미초밥","연제구","35.184906","129.0818","팔미초밥","팔미초밥","-","부산 연제구 월드컵대로 119번길 8","-","051-861-7679","-","am 11:30 ~ pm 22:00","생선초밥, 코스요리","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_thumbL","부산의 대표적인 일식전문점 중 한 곳으로, 상업지역인 이 지역에서도 손님을 대접하기 좋은 곳으로 유명한 식당이다. 30년 경력의 오너쉐프가 운영하고 있으며, 이 곳의 코스요리는 가격에 비해 높은 만족도를 자랑한다."
"937","초함","부산진구","35.179195","129.05237","초함","초함","-","부산 부산진구 성지로 101","-","051-802-9090","-","am 11:00 ~ am 04:00","오리백숙, 해물갈비찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110414227_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110414227_thumbL","편안한 분위기의 한식당으로 유명한 이 곳은 동굴을 연상시키는 인테리어와 프라이빗한 좌석이 인상적이다. 주로 오리백숙, 해물갈비찜 등 중량감 있는 한식요리를 판매하고 있는이 곳은 아이돌그룹의 멤버였던 주인이 운영하는 것으로도 유명하다."
"938","김영표과자점","수영구","35.143402","129.1146","김영표과자점","김영표과자점","-","부산 수영구 광안해변로 95","-","051-623-1188","-","am 08:00 ~ pm 23:00","꽈배기도너츠, 생크림빵, 소보루","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110810766_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110810766_thumbL","대한민국 제과기능장인 오너파티쉐가 운영하는 제과점으로, 대표메뉴는 꽈배기도넛, 생크 림빵, 소보로인데, 꽈배기도넛은 며칠 뒤 먹어도 식감이 첫날처럼 부드럽고, 생크림빵은 진한 우유의 맛이, 소보로는 비어있는 빵속에 버터가 발려있는 것이 특징이다."
"939","파전닭갈비","부산진구","35.1704","129.06879","파전닭갈비","파전닭갈비","-","부산 부산진구 거제대로22번길 16","-","051-818-3823","-","pm 16:00 ~ am 02:00","닭갈비, 해물파전","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153611943_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153611943_thumbL","여러 가지 토핑메뉴를 추가하여 섞어먹을 수 있는 것이 매력적인 닭갈비전문점으로 식사보 다는 음주를 즐기는 손님들이 많이 찾는 곳이기도 하다. 해물파전을 비롯해 술과 함께 하기 좋은 다양한 메뉴들도 갖춰져 있다."
"940","계스토랑","수영구","35.156147","129.12398","계스토랑","계스토랑","-","계스토랑","-","051-753-1118","-","pm 17:00 ~ am 00:00","목살, 가슴연골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172923037_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172923037_thumbL","닭의 특수부위를 취급하는 특이한 숯불구이 전문점으로, 닭과 레스토랑을 합한 네이밍 센스가 즐겁다. 가게 이름 그대로 일반적인 고기 집과는 다른 레스토랑 분위기인 이 곳에서 먹는 숯불닭구이는 와인과도 잘 어울릴 것 같다."
"941","권가네맷돌순두부","북구","35.230762","129.00977","권가네맷돌순두부","권가네맷돌순두부","-","부산 북구 용당로5번길 17","-","051-325-4893","-","am 10:00 ~ pm 21:00","순두부청국장, 순두부 백반","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154421420_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154421420_thumbL","택시기사들이 추천하는 믿을 수 있는 식당으로, 20여년을 운영해 온 순두부전문점인 이 곳은 가게에서 직접 순두부를 만들어 사용하여, 순두부 자체가 맛있기로도 유명하다. 제철 재료로 만드는 반찬은 셀프로 제한 없이 먹을 수 있다."
"942","다리집","수영구","35.146637","129.11076","다리집","다리집","-","부산 수영구 수영로 464번길 7","-","051-625-0130","-","am 11:30 ~ pm 21:00","오징어튀김, 떡볶이","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_thumbL","부산에서 가장 유명한 떡볶이전문점 중 한 곳으로, 천막장사를 하던 시절에 가게에 들어선 손님들의 다리들만 보여 다리집이 되었다고 하는 이 곳은 한 개만 먹어도 배가 부를 것 같은, 큼직한 떡볶이와 큼직한 오징어튀김이 유명하다."
"943","더박스","수영구","35.163902","129.1285","더박스","더박스","-","부산 수영구 민락수변로 241","-","070-8832-0549","-","am 10:30 ~ pm 23:30","에스프레소음료, 커피 외 음료","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820113638861_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820113638861_thumbL","고급 레스토랑 같은 분위기에서 커피를 즐길 수 있는 카페. 수영강변에 자리하는 이 곳은, 창가에 앉으면 잔잔히 흐르는 강과 센텀시티가 한눈에 보인다. 그날그날 다른 핸드드립 커피를 즐길 수 있으며 수제 초콜릿도 인기 있다."
"944","남촌흑돼지","북구","35.21074","129.00595","남촌흑돼지","남촌흑돼지","-","부산 북구 금곡대로 8번길 14","-","051-335-9294","-","am 10:00 ~ pm 22:00","흑돼지 한마리, 흑돼지 반마리","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154352300_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154352300_thumbL","청정지역인 지리산 아래 산청의 흑돼지만 사용하고 있는 믿을 수 있는 돼지구이전문점이다. 사용되는 흑돼지 자체가 일반적인 돼지고기와 식감과 맛의 차이가 많이 나며, 껍데기가 붙어 있는 오겹살 흑돼지 고기를 쓰는 것이 특징이다."
"945","도농한우전문식당","수영구","35.14274","129.10986","도농한우전문식당","도농한우전문식당","-","부산 수영구 남천동로 10","-","051-621-8283","-","am 11:30 ~ pm 22:00","생꽃등심, 생갈비살","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172720431_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172720431_thumbL","현재 위치에서 27년간 운영해 온 한우숯불구이 전문점으로, 소고기 외에도 돼지고기, 샤브 샤브 등의 메뉴를 판매하는 곳이다. 실내는 넓고 깔끔한 한정식 집 분위기로 반찬들도 한정식 집처럼 깔끔하고 섬세하게 담겨 나온다."
"946","마비스커피","북구","35.210957","129.00967","마비스커피","마비스커피","-","부산 북구 만덕대로 42","-","051-343-1116","-","am 09:00 ~ pm 22:30","핸드드립커피5종, 생과일패스츄리","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819113223433_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819113223433_thumbL","북구 최초의 로스터리 카페로 개업한 이래 10 년 동안 꾸준히 사랑받아 온 카페. 매장에서 직접 로스팅한 신선한 원두로 커피를 만드는 만큼 커피 맛이 보증되어 있으며, 갓 구운 빵들도 함께 즐길 수 있다. 산지 별 다양한 커피를 즐길 수있는 것이 특징이다."
"947","순살빵순쌀나라","수영구","35.14582","129.11499","순살빵순쌀나라","순살빵순쌀나라","-","부산 수영구 광안해변로 122","-","051-623-3775","-","am 08:00 ~ am 01:00","치즈쉬폰, 백미식빵","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819113644935_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819113644935_thumbL","빵을 만들 때 밀가루를 사용하지 않고 쌀가루만 사용하는 독특한 제과점으로, 소화가 잘돼 노인과 아이, 환자가 먹기에도 부담스럽지 않다. 특히 다이어트에 관심이 높은 셀러브리티가 좋아하는 빵집으로도 유명하다."
"948","스위스제과","수영구","35.14679","129.11168","스위스제과","스위스제과","-","부산 수영구 광남로 45","-","051-623-5885","-","am 07:00 ~ am 00:00","치즈타르트, 통팥빵","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819114307256_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819114307256_thumbL","1983년 개업한 이 곳은 좋은 제과점이 많아 빵천동이란 별칭으로 불리는 이 지역에서 가장 오래된 제과점이다. 일본의 유명 빵집들을 연구하고, 독일제 오븐을 도입하는 등 연구와 설비에 투자를 아끼지 않는 곳으로 식빵과 통팥빵 등이 인기 있다."
"949","북경의자전거","북구","35.230934","129.00957","북경의 자전거","북경의 자전거","-","부산광역시 북구 용당로5번길 14","-","051-335-9294","-","am 11:30 ~ pm 22:00","짜장면, 탕수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_thumbL","본격적인 중국풍의 인테리어가 특색있는 이 중식당은 중국인 쉐프들이 요리하고 있는 것으로 유명하다. 사용되는 면은 전통방식인 수타로 만들고, 다양하고 많은 종류의 요리들을 만드는 단골 손님이 많은 가게이다."
"950","언양불고기부산집","수영구","35.1479","129.11357","언양불고기부산집","언양불고기부산집","-","부산 수영구 남천바다로 32","-","051-754-1004","-","am 11:00 ~ pm 22:00","언양불고기, 등심","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819114726472_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819114726472_thumbL","부산에서 가장 유명한 불고기전문점 중 한 곳으로, 30여년의 역사를 가지고 있다. 한우암소 등심을 사용하고 간장과 마늘을 베이스로 한 양념이 특징인 언양불고기가 대표메뉴로 다소 높은 가격이지만, 꼭 먹어볼만한 가치가 있다."
"951","심우촌","북구","35.24159","129.02373","심우촌","심우촌","-","부산 북구 산성로 100","-","051-332-4535","-","am 10:00 ~ pm 22:00","오리백숙, 오리정식","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154234479_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154234479_thumbL","금정산 끝자락의 개울 앞에 위치하는 오리고기전문점으로, 주인의 형제들이 직접 농사지은 재료를 사용하여 음식을 만들고 있다. 국내산 한약 재료를 넣고 푹 삶아 만든 백숙과 석쇠에 구운 오리가 제공되는 오리정식이 대표메뉴다."
"952","탑해장","수영구","35.15513","129.12698","탑해장국","탑해장국","-","부산 민락수변로7번길 60","-","051-756-5332","-","am 08:00 ~ am 00:00","탑해장, 매생이해장국","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165944645_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165944645_thumbL","제주도에서 온 해장국전문점으로, 은근한 야채육수와 탑처럼 쌓인 담백한 제주산 돼지고기가 특징이다. 고명처럼 올라간 표고버섯과 고기를 육수에 잠기게 한 다음 간장소스에 샤브 샤브 처럼 찍어먹는 특이한 음식이다."
"953","식당3선(덕천점)","북구","35.21927","129.00708","식당3선(덕천점)","식당3선(덕천점)","-","부산 북구 금곡대로 112","-","051-333-0050","-","am 11:00 ~ pm 23:00","양념돼지갈비, 고추장돼지갈비","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_thumbL","숯불구이, 파삼겹구이, 밀면 등을 맛볼 수 있는 식당인 이곳은 나이와 취향에 관계없이 즐길 수있는 대중적인 맛이 특징으로, 넓은 공간을 가지고 있어 가족외식장소로 인기 있다. 메인요리인 숯불구이는 조리되어 제공되어서 먹기 편하다."
"954","이해욱의 커피가게","북구","35.212193","129.00616","이해욱의 커피가게","이해욱의 커피가게","-","부산 북구 만덕대로15번길 39","-","051-338-1858","-","am 11:00 ~ pm 22:00","오늘의커피, 더치커피","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819130443727_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819130443727_thumbL","작지만 조용하고 여유있게 커피를 즐길 수있는 공간이다. 이 지역의 골목가게에서 9년째 운영하고 있는 커피전문점. 책을 보는 것도 사장님이 모은 소품을 구경하는 것도 좋고 작지만 다양한 볼거리가 있는 공간으로, 깔끔하고 밸런스 있는 커피 맛으로 단골손님 들이 많다."
"955","태극당","수영구","35.159813","129.11385","태극당","태극당","-","부산 수영구 수영로 606","-","051-752-6247","-","am 07:00 ~ pm 23:00","흑깨전병, 에그타르트","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170135181_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170135181_thumbL","40여년을 운영해온 오래된 동네빵집으로, 다양한 빵들을 판매하고 있다. 전병류의 전통적인 과자들과 전통적인 빵들이 많아 시간이 거꾸로 흐른 느낌이 들기도 하는 이곳의 대표메뉴는 흑깨전병과 에그타르트."
"956","F1963","수영구","35.176826","129.11491","F1963","F1963","-","부산 수영구 구락로 123번길","-","051-756-1963","-","am 09:00 ~ pm 21:00","아메리카노, 카페라떼","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819173059093_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819173059093_thumbL","(구)고려제강의 공장을 개조하여 만든 복합문화공간 F1963에 입점한 테라로사커피팩토리는 손몽주 작가의 와이어를 이용한 설치 작품을 시작으로, 기존 공장의 오래된 물건들을 활용한 인테리어가 무척 특별하다. 산지별 커피와 매일 굽는 천연발효빵과 디저트들이 준비되어 있다."
"957","평창막국수","북구","35.207775","129.00723","평창막국수","평창막국수","-","부산 북구 덕천로 21","-","051-336-0707","-","am 10:00 ~ pm 21:00","메밀막국수, 메밀비빔막국수","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091108331_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091108331_thumbL","막국수를 메인으로 한 한식전문점으로, 면으로 만들기 힘든 메밀을 면으로 만드는 숨은 노하우를 가지고 있다. 막국수의 육수는 국내산 한우로 만들고 계절마다 다른 고명이 올려 진다. 여름음식인 막국수지만 따듯한 육수와 함께 먹을 수 있어 겨울에도 손님들이 많이 찾는 곳이다."
"958","함경면옥","북구","35.21178","129.00423","함경면옥","함경면옥","-","부산 북구 금곡대로 21","-","051-363-5000","-","am 11:00 ~ pm 21:20","물냉면, 회비빔면","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_thumbL","22년의 전통을 가지고 있는 함흥냉면 전문점으로, 메뉴에 들어가는 모든 재료들을 직접 만든다. 고구마 전분 특유의 탄력과 쫄깃함을 가진 함흥식 냉면 사리가 특징이며, 진한 육수가 맛있는 물냉면과 숙성된 가오리 회가 올라가는 회비빔면이 인기메뉴이다."
"959","홍옥당","수영구","35.146893","129.11392","홍옥당","홍옥당","-","부산 수영구 남천동로 108번길 49","-","051-627-1026","-","am 10:00 ~ pm 22:00","단팥빵, 단팥죽","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819131636744_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819131636744_thumbL","광안리해수욕장 앞 골목길에 위치한 아담한 이 가게는 국산 팥만을 사용하여 음식들을 만드는 팥전문점이다. 팥빙수와 단팥죽, 단팥빵이 유명한데, 특히 단팥빵의 인기가 높아 빵을 사가려는 사람들의 줄이 길게 늘어서곤 한다."
"960","디에이블","서구","35.076706","129.01715","디에이블","디에이블","-","부산 서구 충무대로 47 3층","-","051-231-9177","-","am 11:00 ~ pm 22:00","디에이블 파스타, 디에이블 피자","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_thumbL","유명한 양식레스토랑인 디에이블의 분점으로, 가게 전체에서 보이는 멋진 바다풍경 속에서 특별한 식사를 할 수 있는 곳이다. 시그니처 메뉴인 피자는 페스츄리 도우를 사용해 촉촉한 것이 특징이며, 특제소스를 사용해 매콤하면서 고소한 파스타도 인기 있다."
"961","몽실종가돼지국밥","서구","35.10016","129.01721","몽실종가돼지국밥","몽실종가돼지국밥","-","부산 서구 까치고개로 197번길 3","-","051-256-0133","-","am 08:00 ~ pm 22:00","돼지국밥, 수육백반","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132813484_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132813484_thumbL","감천문화마을 근처에 있는 돼지국밥전문점으로, 청결한 실내와 친절한 점원들이 인상적이 다. 사골뼈를 24시간 이상 푹 고아 만든 국물이 유명하고, 국밥에 들어가는 고기양과 고기 종류를 선택할 수 있는 것이 특징이다."
"962","본도시락","서구","35.10385","129.02046","본도시락","본도시락","-","부산 서구 구덕로 214번길 9","-","051-231-4280","-","am 09:00 ~ pm 20:00","일품 불고기 도시락","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133343168_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133343168_thumbL","유명 프렌차이즈의 분점인 이 곳은 어느 정도 맛이 보장되어 있는 곳이기도 하지만, 특히 위생에 많은 노력을 기울이고 있는 식당이기도 하다. 깔끔하고 다양한 반찬과 적당한 양이 특징이며, 일품 불고기 도시락이 특히 인기 있다."
"963","식당토성동","서구","35.097954","129.02257","식당토성동","식당토성동","-","부산 서구 구덕로 124번길 27","-","010-4679-1425","-","am 10:00 ~ pm 20:00","한입 스테이크 덮밥, 돈카츠","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_thumbL","의외의 장소에 자리하고 있는 아담하고 예쁜 인테리어의 덮밥전문점으로, 간단한 음식, 깔끔한 맛, 친절한 서비스로 유명한 곳이다. 모든 음식이 인기메뉴이긴 하지만, 손질과 숙성을 거쳐 부드러운 맛의 한입 스테이크 덮밥이 대표메뉴라고 한다."
"964","청죽","서구","35.11293","129.01305","청죽","청죽","-","부산 서구 망양로 23","-","051-247-8555","-","am 11:30 ~ pm 22:00","점심코스, 저녁코스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_thumbL","입구까지 이어진 근사한 정원이 멋진 일식코스요리전문점으로, 이 지역에서는 상견례 등격조 있는 모임의 장소로 많이 이용하는 곳이다. 비교적 비싼 가격의 식당이지만, 맛과 서비스 모두 충분히 만족스러운 곳이라고 한다. 일본식코스요리가 대표메뉴."
"965","편의방","서구","35.11915","129.01625","편의방","편의방","-","부산 서구 대신공원로 13","-","051-256-2121","-","am 10:30 ~ pm 20:30","삼선만두, 군만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134644126_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134644126_thumbL","빨간 간판이 눈에 띄는 이 곳은 3대째 이어오는 중국만두전문점으로, 하루에 40인분 한정 에, 30분전에 미리 전화로 주문해야 한다는 삼선만두가 유명한 곳이다. 주문과 동시에 만드는 삼선만두는 각종야채와 새우가 가득 차 육즙이 흘러넘친다."
"966","동원장수촌","사하구","35.10194","128.97113","동원장수촌","동원장수촌","-","부산 사하구 동매로 117","-","051-202-4100","-","am 11:00 ~ pm 21:40","한방 녹두 백숙, 능이백숙","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172146946_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172146946_thumbL","도자기 장인이 빚어낸 둥그런 뚝배기에 음식을 담아내는 보양음식전문점으로, 모임 등의 장소로도 인기 있는 곳이기도 하다. 한방녹두백숙이 특히 인기있는 메뉴로 황기 구기자 감초 등의 한약제와 녹두오리를 오래 삶아 보약 같은 국물과 부드러운고기가 특징이다."
"967","쉐라미 과자점","사하구","35.099815","128.99103","쉐라미 과자점","쉐라미 과자점","-","부산 사하구 낙동대로 238","-","051-208-0033","-","am 08:00 ~ pm 23:00","통팥빵, 크림빵","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172024802_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172024802_thumbL","1974년 향미당으로 시작한 부산에서 가장 오래된 제과점중 한 곳으로, 3대째 이어오고 있다.100여가지의 빵이 만들어지고 있으며, 전통적인 빵과 트렌디한 빵이 함께 놓여있다. 통팥빵, 애플파이, 크림빵이 가장 오래되고 유명한 메뉴."
"968","아비앙또카페","사하구","35.065857","128.98152","아비앙또카페","아비앙또카페","-","부산 사하구 다송로 17","-","051-264-2089","-","am 07:30 ~ pm 23:00","파네토네, 앙버터데니쉬","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819141103473_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819141103473_thumbL","제과기능장인 오너파티쉐가 운영하는 제과점으로 새로운 메뉴들도 출시하고 오래된 메뉴들도 놓치지 않고 만들어 많은 종류의 빵을 하루에 두 번 굽는다고 한다. 대표 메뉴인 파네토네는 천연발효를 하는데 숙성에 5일이 걸리고 만드는데 9일이 걸린다고 한다."
"969","포항가자미물회","사상구","35.169525","128.98228","포항가자미물회","포항가자미물회","-","부산 사상구 사상로 275-1","-","051-303-6640","-","pm 12:00 ~ pm 21:00","여름물회, 겨울물회","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_thumbL","소박한 느낌의 동네식당으로, 시원한 물회에 국수를 말아먹는 것으로 유명한 물회 전문점이다. 갖은 양념에 무쳐진 회와 물회 육수가 따로 제공되며, 여름에는 신선한 토마토에 싸먹고 겨울에는 김에 싸먹는 것으로 유명한 곳이다."
"970","파밀리아제과점","사상구","35.138035","128.97838","파밀리아제과점","파밀리아제과점","-","부산 사상구 대동로 101","-","051-326-7671","-","08:00~23:00","몽블랑, 크린베리쌀빵","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143730207_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143730207_thumbL","이 곳의 오너파티쉐는 명인으로 불리는 제과기능장으로, 이 지역에서 20여년간 가게를 운영 해오고 있다. 매일 백가지가 넘는 빵 메뉴를 만들고 있으며, 특히 반죽비율을 달리하여, 페스 츄리가 들어가 바삭한 맛의 몽블랑이 인기 있다."
"971","양산도집","사상구","35.130474","128.97055","양산도집","양산도집","-","부산 사상구 낙동대로 799-34","-","051-311-4098","-","am 11:30 ~ pm 21:00","민물장어구이","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172537379_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172537379_thumbL","같은 자리에서 2대에 걸쳐 65년 동안 운영해온 민물장어구이점으로, 국내산 장어를 이용하여 은은한 단맛의 간장 양념을 발라 숯불에 구워 한입 크기로 잘라주는 민물장어양념구이가 무척 인기 있다. 오래된 가게라 굉장히 많은 단골들을 가진 식당이다."
